150,00000000	0,99508352
150,20000000	0,99551803
150,40000000	0,99478960
150,60000000	0,99485482
150,80000000	0,99243592
151,00000000	0,99139659
151,20000000	0,98937651
151,40000000	0,99219858
151,60000000	0,99380338
151,80000000	0,98831289
152,00000000	0,99556582
152,20000000	0,99253071
152,40000000	0,98933569
152,60000000	0,99371110
152,80000000	0,98684064
153,00000000	0,98961531
153,20000000	0,99255074
153,40000000	0,98905575
153,60000000	0,99301646
153,80000000	0,98933123
154,00000000	0,98404731
154,20000000	0,99154986
154,40000000	0,98920516
154,60000000	0,99198460
154,80000000	0,98809119
155,00000000	0,98298841
155,20000000	0,99066887
155,40000000	0,98480576
155,60000000	0,98329157
155,80000000	0,98633754
156,00000000	0,99000589
156,20000000	0,98731715
156,40000000	0,98701771
156,60000000	0,98097024
156,80000000	0,98184463
157,00000000	0,98643926
157,20000000	0,99065322
157,40000000	0,98471127
157,60000000	0,99026688
157,80000000	0,98515335
158,00000000	0,97363958
158,20000000	0,97420154
158,40000000	0,97677886
158,60000000	0,98506367
158,80000000	0,98709282
159,00000000	0,97682837
159,20000000	0,98519884
159,40000000	0,98201063
159,60000000	0,97288813
159,80000000	0,98394935
160,00000000	0,97808790
160,20000000	0,97938865
160,40000000	0,98614668
160,60000000	0,98358848
160,80000000	0,97995455
161,00000000	0,98024113
161,20000000	0,97661787
161,40000000	0,97503699
161,60000000	0,98353242
161,80000000	0,98273218
162,00000000	0,97743191
162,20000000	0,98369710
162,40000000	0,98381491
162,60000000	0,96927166
162,80000000	0,97545135
163,00000000	0,97849837
163,20000000	0,98153940
163,40000000	0,97878042
163,60000000	0,97975424
163,80000000	0,97758665
164,00000000	0,97966216
164,20000000	0,98048769
164,40000000	0,97803697
164,60000000	0,98059078
164,80000000	0,98214470
165,00000000	0,98243779
165,20000000	0,97835183
165,40000000	0,98105762
165,60000000	0,97878286
165,80000000	0,97788698
166,00000000	0,97688813
166,20000000	0,98461288
166,40000000	0,97549061
166,60000000	0,98271326
166,80000000	0,98171878
167,00000000	0,97905405
167,20000000	0,98016945
167,40000000	0,97720731
167,60000000	0,97547097
167,80000000	0,97753933
168,00000000	0,98321506
168,20000000	0,97830787
168,40000000	0,98075006
168,60000000	0,98460758
168,80000000	0,98207645
169,00000000	0,98065506
169,20000000	0,98454492
169,40000000	0,98193181
169,60000000	0,97975466
169,80000000	0,98624873
170,00000000	0,98252893
170,20000000	0,97631701
170,40000000	0,97970610
170,60000000	0,98078219
170,80000000	0,98321930
171,00000000	0,98526943
171,20000000	0,98232271
171,40000000	0,98430971
171,60000000	0,98466505
171,80000000	0,98171117
172,00000000	0,97605471
172,20000000	0,97923851
172,40000000	0,98070321
172,60000000	0,98354682
172,80000000	0,98299401
173,00000000	0,98302607
173,20000000	0,98569727
173,40000000	0,98551889
173,60000000	0,98145315
173,80000000	0,97993447
174,00000000	0,98121599
174,20000000	0,98215508
174,40000000	0,98353204
174,60000000	0,98387928
174,80000000	0,97801338
175,00000000	0,98103328
175,20000000	0,98590588
175,40000000	0,98008420
175,60000000	0,98158031
175,80000000	0,98185454
176,00000000	0,98128564
176,20000000	0,98485104
176,40000000	0,98213986
176,60000000	0,98437261
176,80000000	0,98281885
177,00000000	0,98367829
177,20000000	0,97870546
177,40000000	0,98307669
177,60000000	0,98417838
177,80000000	0,98182924
178,00000000	0,97658234
178,20000000	0,97518864
178,40000000	0,97994499
178,60000000	0,97608111
178,80000000	0,97838690
179,00000000	0,98279131
179,20000000	0,98087449
179,40000000	0,97814479
179,60000000	0,97952847
179,80000000	0,98280385
180,00000000	0,97949195
180,20000000	0,97548083
180,40000000	0,97932222
180,60000000	0,97728160
180,80000000	0,97759363
181,00000000	0,97838909
181,20000000	0,97633684
181,40000000	0,97798046
181,60000000	0,98023340
181,80000000	0,97773510
182,00000000	0,97657758
182,20000000	0,97104010
182,40000000	0,97201675
182,60000000	0,97595358
182,80000000	0,97538221
183,00000000	0,97755453
183,20000000	0,97110800
183,40000000	0,96796970
183,60000000	0,97478731
183,80000000	0,97796717
184,00000000	0,97229252
184,20000000	0,96951352
184,40000000	0,97450178
184,60000000	0,96851701
184,80000000	0,96747053
185,00000000	0,96931755
185,20000000	0,97011024
185,40000000	0,96851126
185,60000000	0,96732968
185,80000000	0,96441562
186,00000000	0,96986926
186,20000000	0,96776762
186,40000000	0,97168586
186,60000000	0,96784999
186,80000000	0,96814819
187,00000000	0,96666227
187,20000000	0,96641616
187,40000000	0,96540866
187,60000000	0,96188793
187,80000000	0,95728300
188,00000000	0,95867787
188,20000000	0,95778379
188,40000000	0,95389358
188,60000000	0,96042126
188,80000000	0,96193441
189,00000000	0,95994917
189,20000000	0,96014875
189,40000000	0,95513319
189,60000000	0,96400932
189,80000000	0,95024529
190,00000000	0,94992457
190,20000000	0,95589909
190,40000000	0,95911793
190,60000000	0,95118169
190,80000000	0,95073694
191,00000000	0,96055677
191,20000000	0,96341146
191,40000000	0,95620901
191,60000000	0,94828176
191,80000000	0,95636041
192,00000000	0,95939525
192,20000000	0,95427880
192,40000000	0,94732255
192,60000000	0,95451647
192,80000000	0,95094203
193,00000000	0,95155215
193,20000000	0,95205544
193,40000000	0,94717349
193,60000000	0,94572874
193,80000000	0,95691909
194,00000000	0,95679356
194,20000000	0,95406639
194,40000000	0,95222822
194,60000000	0,95927248
194,80000000	0,95577303
195,00000000	0,94112883
195,20000000	0,94041712
195,40000000	0,95673253
195,60000000	0,95963041
195,80000000	0,94706207
196,00000000	0,94283716
196,20000000	0,94977669
196,40000000	0,95339862
